id,name,description,category,subcategory,category_confidence,category_evidence,art_class,art_class_confidence,art_class_evidence,flags,wire_extra_bytes,visual_group,visual_group_reason,visual_group_confidence,map_occurrence_sectors,map_regions,priority,priority_evidence,source,sprite_geometry
879,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
880,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
881,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
882,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
883,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
884,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
885,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
886,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
887,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
888,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
889,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
890,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
891,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
892,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
893,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
894,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
895,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
896,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
897,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
898,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
899,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
900,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
901,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
902,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
903,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
904,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
905,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
906,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
907,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
908,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
909,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
910,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
911,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
912,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
913,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
914,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
915,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
916,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
917,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
918,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
919,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
920,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
921,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
922,cobbled pavement,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:cobbled pavement|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
923,sandstone floor,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:stone,"Bank,Unmove",,name:sandstone floor|terrain,shared name and category,INFERRED,29,Ankrahmun,P2,map regions: Ankrahmun,./dat/objects.srv,UNRESOLVED
924,sandstone floor,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:stone,"Bank,Unmove",,name:sandstone floor|terrain,shared name and category,INFERRED,25,Ankrahmun,P2,map regions: Ankrahmun,./dat/objects.srv,UNRESOLVED
925,sandstone floor,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:stone,"Bank,Unmove",,name:sandstone floor|terrain,shared name and category,INFERRED,25,Ankrahmun,P2,map regions: Ankrahmun,./dat/objects.srv,UNRESOLVED
926,sandstone floor,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:stone,"Bank,Unmove",,name:sandstone floor|terrain,shared name and category,INFERRED,25,Ankrahmun,P2,map regions: Ankrahmun,./dat/objects.srv,UNRESOLVED
927,sandstone floor,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:stone,"Bank,Unmove",,name:sandstone floor|terrain,shared name and category,INFERRED,27,Ankrahmun,P2,map regions: Ankrahmun,./dat/objects.srv,UNRESOLVED
928,sandstone floor,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:stone,"Bank,Unmove",,name:sandstone floor|terrain,shared name and category,INFERRED,23,Ankrahmun,P2,map regions: Ankrahmun,./dat/objects.srv,UNRESOLVED
929,sandstone floor,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:stone,"Bank,Unmove",,name:sandstone floor|terrain,shared name and category,INFERRED,25,Ankrahmun,P2,map regions: Ankrahmun,./dat/objects.srv,UNRESOLVED
930,sandstone floor,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:stone,"Bank,Unmove",,name:sandstone floor|terrain,shared name and category,INFERRED,26,Ankrahmun,P2,map regions: Ankrahmun,./dat/objects.srv,UNRESOLVED
931,sandstone floor,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:stone,"Bank,Unmove",,name:sandstone floor|terrain,shared name and category,INFERRED,24,Ankrahmun,P2,map regions: Ankrahmun,./dat/objects.srv,UNRESOLVED
932,sandstone floor,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:stone,"Bank,Unmove",,name:sandstone floor|terrain,shared name and category,INFERRED,21,Ankrahmun,P2,map regions: Ankrahmun,./dat/objects.srv,UNRESOLVED
933,sandstone floor,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:stone,"Bank,Unmove",,name:sandstone floor|terrain,shared name and category,INFERRED,21,Ankrahmun,P2,map regions: Ankrahmun,./dat/objects.srv,UNRESOLVED
934,sandstone floor,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:stone,"Bank,Unmove",,name:sandstone floor|terrain,shared name and category,INFERRED,21,Ankrahmun,P2,map regions: Ankrahmun,./dat/objects.srv,UNRESOLVED
935,sandstone floor,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:stone,"Bank,Unmove",,name:sandstone floor|terrain,shared name and category,INFERRED,20,Ankrahmun,P2,map regions: Ankrahmun,./dat/objects.srv,UNRESOLVED
936,sandstone floor,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:stone,"Bank,Unmove",,name:sandstone floor|terrain,shared name and category,INFERRED,28,Ankrahmun,P2,map regions: Ankrahmun,./dat/objects.srv,UNRESOLVED
937,a road,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:a road|terrain,shared name and category,INFERRED,6,Carlin;Desert;Senja;Trollcaves,P2,"map regions: Carlin,Desert,Senja,Trollcaves",./dat/objects.srv,UNRESOLVED
938,a road,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:a road|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
939,a road,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:a road|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
940,a road,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:a road|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
941,a road,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:a road|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
942,a road,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:a road|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
943,a road,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:a road|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
944,a road,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:a road|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
945,a road,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:a road|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
946,a road,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:a road|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
947,a road,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:a road|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
948,a road,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:a road|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
949,a road,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:a road|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
